70f9524095126bffedda6b612e69cc670be475751a36b198bd320cb9682a6384,79,250000,15mYatMLLXaiWqPKVvUqpBMf8BboLtDwGg
fa285ab2748fc396a1a0a470041dab518f8f476f3f272d3384c0052c65ba8c8c,0,910462,1Eq6t1T4pQtJP7p3reWg7RVRXpokUx9Tva
705ce14547df74fc5d078d872191de96f58137c9215f2324ec263908273f9f6b,6,75893137,15BWUurDJ1r4Jg6dPLCy9onJs8GqWg6e39
fdcc7cfb10f3633a25b42700b532a70508a78ed3ca7227af0ba0a0a0c37c32d8,1,245836,15LCHufqqn4e9dgAcgwaVXgP25Ddt31VNM
cd2f01b2073caba93afb16c1aefec3c60ee5b83fc6068fd006e347132047f01b,1,53085000,1pC5m5aneUyyjrvus2GBSqXAuT7ncEJev
f5421df21b371bfb5a982233a2df6c0a29c6060780821dbe3bec7aaa896065be,0,2130566,1hGUwaaGFhAcf9MSPsuDv5dXDC8756v2Y
abd3b97e886849a057d9dbb83d57f199212cfd6a9e0e8675b0c9f66685a9129f,0,2953911,1KMwwq1LMmi2XjQqrozkxPt2tuKHyMbs3S
cb55676a1148ad4a03f41b20dfa977a207b17d93299f7cdc914d6deb948aa3b7,0,30287697497,1NTorPx2nQDY4cAsQMFXVyhwzoXQgjby56
628e00dc1a2ee155c0fcebc92ddbea00ec92bcfe5048b5b4ba97eac44b2e38e9,202,8000,1Ezn338ysBvR4dWhqKE27ekE1U9WSof9pB
80d6130bcc04ac0d56b3e9fc4856ab389d40c62c9c4f57d8a3a355c08841ef32,37,1524143,1KSGTfULLDQHsHWjn3d4REGLDrhdeamdfC
